1	Sara.
1	Iokakuuta?
1	Daniel!
1	Sarina-täti.
1	Ju-justiina.
1	Dan?
1	Pheebs!
1	Agnesko?
1	Tector?
1	Allison...
1	Grazie.
1	Nuku...nyt.
1	Röyhtäytys...tehty.
1	Hitto!
1	Mafiaa!
1	Sammy!
1	Miura.
1	Schwaffer?
1	Marionille
1	Aaak!
1	Pierre!
1	Orono!
1	Salieri...
1	Simon.
1	Otero.
1	Tomas?
1	Netanjahu?
1	Stephen!
1	Teal'c!
1	Sycamore?
1	Frank.
1	Selena...
1	Al!
1	Sha're...
1	Salem!
1	Gairwyn!
2	Olen Hinano.
2	Pikku Caesar
2	Rakastan Pariisia!
2	Olen Hitler.
2	Mowgli, herra?
2	Minun täytyy...
2	Kiitos, Melrose.
2	Hei, Buddy.
2	Kyllä, Dora.
2	Hitot tästä.
2	Pelkäsin, että...
2	Rockwell Hunter.
2	Stanley Kroopf.
2	Mattin paskiainen!
2	Se oli...
2	Mr Evans...
2	Pilailette, sir.
2	Dantèsin pojasta.
2	Tohtori Fridley?
2	Hei, Charlie!
3	Missä Holliday on?
3	Onko isä Apophis?
3	Naimisissa oleva nainen...
3	Butterfieldin kullan takia?
3	Ike lähetti minut.
3	Mafia tappaa ihmisiä.
3	Missä Junior on?
3	Artulle sattuu aina.
3	Flaherty on alakerrassa.
3	Laitoitko Alexille jäljittimen?
3	Led Zeppelin jyrää!
3	Entä muut Earpit?
3	Turpa umpeen, Tabaqui.
3	Buffy vapautettiin syytteistä.
3	Oletko nähnyt Jennyä?
3	Kaikki tapetaan, O'Neill.
3	Katsohan tätä, Janet.
3	Urku auki, Tony.
3	Paddy on kertonut.
3	Ramzey, olet seuraava!
3	Sabrina, sinä kuolaat.
3	Missä Bobo on?
3	Olen pahoillani, Sabrina.
3	Oliko Miranda oikeassa?
4	Yanks pelaa Clevelandia vastaan.
4	Ìutta han on oikeassa.
4	Maija Liisa nouti vaatteet.
4	Menin aamiaiselle Alpine lnniin.
5	Luutnantti Crain on tulossa, sir.
5	He lähtevät Dave Keenen mukaan.
5	Mikä hitto tuo on, Cartman?
5	Katsotaan, mitä sinä osaat. lstu.
5	Onko ulkona kylmä, Shere Khan?
6	Ja juuri siellä näitte Pierre Ducros'n?
6	Niin kuin Alfred Hitchcockin hautakivessä lukee:
6	Selena Cross odotti Lucas Crossin lasta.
6	Nykyään Futuresport on maailman suosituin peli.
6	Mr Evans, lamppujen himmennys on tarkistettu.
7	Nämä tähdet taas muodostavat Roger Ebertin tähdistön,
7	Eversti O'Neill ja kapteeni Carter menevät Washingtoniin.
7	Tyttöjen tulisi alkaa käyttää Stay-Putia jo nuorena.
7	Billy Jack, vie Brennan leikkaamaan siitä paloja.
7	Korpraali Paris ja sotamies Lejeune ilmoittautuvat, sir.
7	Näin ulkona jonkun, mutta silloinhan oli halloween.
8	Hassua, kuinka paljon Eddie kaipaa tri Cranen lintua.
8	Daniel Jackson vakuutti että he ovat rauhanomainen kansa.
8	Jos hän ei olisi syyllinen, ei olisi Cor-ai:ta.
8	Kuten obeliski lähetti Jackin ja Teal'cin Thorin vasaraan.
8	Kuulostaa ihastuttavalta, mutta mr Parker on silloin ulkomailla.
8	Teal'c, olisivatko Goa'uldit voineet laittaa useamman tähtiportin tänne?
8	Jeesus Kristus, sinä et voi elää ilman minua.
8	Kun Peter Hall alkaa levittää julisteita, kerro minullekin.
9	Kun te keräsitte todisteita Kibleristä kuulitteko ikinä Augustus Hillistä?
9	Hänkö aiheutti sen hässäkän Hi-Ho Clubilla pari vuotta sitten?
9	Craigie yritti rauhoitella häntä, mutta Bill kävi Craigien kimppuun.
9	Kun toimitin lehdessä faniuutisia, lukijoita kiinnosti vain Rita Marlowe.
9	Ja kaikki vain siksi, ettet voi unohtaa George Schmidlappia.
9	Hän on kutsunut sinut Columbia Heightsiin pitämään tärkeätä puhetta.
